pathway_id,pathway_name,source,description,organism
ecocyc.PWY-6605,adenine and adenosine salvage II,EcoCyc,"General Background Adenosine nucleotides can be synthesized either de novo, or by recycling of the free base adenine and the ribonucleoside adenosine. In the de novo route AMP is synthesized via IMP and adenylo-succinate, which is converted to AMP by the action of ASL-MONOMER (see PWY-6126). Note that adenine and adenosine are not produced via the de novo pathway. However, the distinction between nucleoside degradation and recycling via salvage pathways is not always straightforward. Salvage pathways start with the nucleoside or free base forms and lead to the formation of the nucleotide forms. Degradation pathways usually start with the nucleotide form and end with compounds such as urate, that may lead to production of energy and provision of nitrogen and carbon. Many organisms including E. coli can recycle adenosine nucleotides by a combination of degradation and salvage pathways. In E. coli the degradation pathways are responsible for the conversion of nucleotides (AMP) to nucleosi",Escherichia coli K-12 MG1655
ecocyc.HOMOSER-THRESYN-PWY,L-threonine biosynthesis,EcoCyc,"Biosynthesis of threonine from homoserine is accomplished in a two-step pathway involving the phosphorylated intermediate O-phospho-L-homoserine. The final product of this pathway, threonine, serves as a structural constituent of proteins and feeds into the biosynthetic pathway for isoleucine. The enzymes carrying out both steps in this pathway are regulated at the gene level by threonine- and isoleucine-dependent attenuation, as part of attenuation control of an operon that also includes a gene coding for an enzyme in the upstream pathway of homoserine biosynthesis. Review: Patte, J.-C., Biosynthesis of Threonine and Lysine, Chapter 32",Escherichia coli K-12 MG1655
ecocyc.PWY-6121,5-aminoimidazole ribonucleotide biosynthesis I,EcoCyc,"General Background In E. coli 5-amino-1-(5-phospho-D-ribosyl)imidazole (AIR) is a key intermediate in the de novo biosynthesis of purine nucleotides and of thiamin . It is synthesized from 5-phospho-α-D-ribose 1-diphosphate (PRPP) in 5 steps, catalyzed by the enzymes PRPPAMIDOTRANS-CPLX, GLYCRIBONUCSYN-MONOMER, GART-MONOMER (or GARTRANSFORMYL2-MONOMER), FGAMSYN-MONOMER and AIRS-CPLX. De novo biosynthesis of purines starts with the synthesis of IMP which can be converted to all other purines. In E. coli IMP is synthesized in a total of 11 enzymatic reactions in which the purine ring is formed by stepwise addition of small molecules to PRPP. The first five reactions are shown in this pathway and in pathway PWY-6122. These two pathways illustrate the alternative use of two phosphoribosylglycinamide formyltransferases encoded by purN and purT. The last six reactions are shown in pathway PWY-6123. In bacteria, genetic studies have indicated that the majority of de novo purine biosynthetic g",Escherichia coli K-12 MG1655
ecocyc.PWY-8469,polycistronic tRNA processing I,EcoCyc,"As are the molecular adapters that bring the correct amino acid to the ribosome enabling the synthesis of proteins based on mRNA sequences transcribed from protein-coding genes. The active form of tRNA is generated by a combination of nuclease-based processing, modification of select nucleosides, and finally charging via the tRNA charging pathway. tRNA processing is a multi-step pathway carried out by a mix of endonucleases and exonucleases; the specific mix depends on the tRNA being processed. Genes encoding the 86 tRNAs in TAX-562 are located by themselves (monocistronic) or with other tRNAs and rRNA coding genes, and a few protein with coding genes, in polycistronic operons. Regardless of the operon, all tRNA genes have additional nucleotides at both their 5' and 3' ends and use CPLX0-3461 and/or CPLX0-1382 for initial nucleolytic cleavage of these ends via tRNA maturation processing pathways; additional nucleotides left at either end are removed by a mix of these and other nuclease",Escherichia coli K-12 MG1655
ecocyc.PWY0-1588,HprSR Two-Component Signal Transduction System,EcoCyc,"hprS and hprR encode the sensor histidine kinase and response regulator respectively, of a two-component signal transduction system. The HprSR two-component system is implicated in the stress response to reactive chlorine spcies (RCS); HprSR senses hypochlorous acid (HOCl) and related reactive chlorine species and induces expression of a CPLX0-8213 protein-L-methionine sulfoxide reducing system which functions to repair periplasmic proteins with oxidative damage . HOCl is a better signal than hydrogen peroxide (H2O2) for HprSR activation . Cross-talk between HprSR and the copper(II) responsive PWY0-1512 CusSR two-component system has been identified although the physiological relevence is uncertain: phosphorylated HprS transfers phosphate to both its cognate partner HprR and to non-cognate CusR in vitro (stage 2 cross-talk) while the transcription factors HprR and CusR recognize and bind to essentially the same DNA sequence (stage 3 cross-talk) (see further ). hpr: hydrogen peroxide re",Escherichia coli K-12 MG1655
ecocyc.PYRIDOXSYN-PWY,pyridoxal 5'-phosphate biosynthesis I,EcoCyc,"General Background Pyridoxal 5'-phosphate (PLP) is the biochemically active form of pyridoxine 5'-phosphate (PNP) or vitamin B6. PLP is an essential cofactor of numerous metabolic enzymes, predominantly in amino acid metabolism. It is one of the most versatile cofactors that participates in transamination, decarboxylation, racemization, Cα-Cβ cleavage and α-β elimination reactions. This vitamin has a role in numerous human body functions ranging from modulation of hormone function to its recent discovery as a potent antioxidant. Its de novo biosynthesis occurs only in bacteria, fungi and plants, making it an essential nutrient in the human diet. About This Pathway The biosynthesis of this vitamin was thoroughly studied in E. coli and involves two branches with seven enzymatic steps. In one branch, the sequential action of the enzymes Epd, PdxB and SerC results in the convesrion of erythrose 4-phosphate into 4-phosphohydroxy-L-threonine. The latter then undergoes oxidation and decarboxy",Escherichia coli K-12 MG1655
ecocyc.PWY-5123,"trans, trans-farnesyl diphosphate biosynthesis",EcoCyc,"General Background In E. coli the isoprenoid diphosphate (2E,6E)-farnesyl diphosphate (FPP) is a precursor of the three major isoprenoid quinones ubiquinone, demethylmenaquinone, and menaquinone. These quinones function as electron carriers within the cytoplasmic membrane. Each is required for respiration using different, but overlapping subsets of final electron acceptors (see pathways PWY-6708 PWY-5852 and MENAQUINONESYN-PWY). Their isoprenoid side chain is biosynthesized as shown in this pathway and pathway PWY-5783. In addition, FPP is also a precursor of di-trans,octa-cis-undecaprenyl diphosphate, an isoprenoid diphosphate that participates in pathways ECASYN-PWY and PEPTIDOGLYCANSYN-PWY. About This Pathway In the first reaction IPPISOM-MONOMER catalyzes the reversible isomerization of isopentenyl diphosphate (IPP) to dimethylallyl diphosphate (DMAPP), a key step in the biosynthesis of isoprenoids. In E. coli these two compounds are bisoynthesized by the NONMEVIPP-PWY. In the seco",Escherichia coli K-12 MG1655
ecocyc.PWY0-5257,superpathway of pentose degradation (E. coli),EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.DARABCATK12-PWY,D-arabinose degradation II,EcoCyc,"E. coli K-12 uses the enzymes of the FUCCAT-PWY pathway for utilization of D-arabinose. Expression of the enzymes in this pathway is normally induced by L-fucose and not by D-arabinose; thus, wild-type E. coli K-12 can not use D-arabinose as a sole source of carbon and energy without prior induction by growth on L-fucose . Growth on D-arabinose requires a mutation in the transcriptional regulator FucR . D-arabinose is metabolized yielding dihydroxy-acetone phosphate, an intermediate of glycolysis, which thereby enters central metabolism, and glycolaldehyde. Glycolaldehyde may be further catabolized to glycolate . E. coli B uses a different pathway to catabolize D-arabinose; see DARABCAT-PWY. Review: Mayer, C. and E. Boos, Hexose/Pentose and Hexitol/Pentitol Metabolism. EcoSal Module 3.4.1",Escherichia coli K-12 MG1655
ecocyc.ASPARAGINESYN-PWY,L-asparagine biosynthesis II,EcoCyc,"ASN is synthesized in E. coli from L-ASPARTATE by either of two reactions, utilizing either GLN (see ASPARAGINE-BIOSYNTHESIS) or AMMONIA (this pathway) as the amino group donor. Both reactions are ATP driven and yield AMP and pyrophosphate. The first reaction is catalyzed only by ASNSYNB-CPLX, while the second reaction is catalyzed by both ASNSYNA-CPLX and ASNSYNB-CPLX, Null mutations in both encoding genes, EG10091 and EG10092, result in asparagine auxotrophy, as does a null mutation only in EG10092 under conditions of ammonia-limited growth. A null mutation only in EG10091 has no observable phenotype. The only known role of asparagine in the metabolism of E. coli is as a constituent of protein. Review: Reitzer, L. (2004) ""Biosynthesis of Glutamate, Aspartate, Asparagine, L-Alanine, and D-Alanine."" EcoSal 3.6.1.3 .",Escherichia coli K-12 MG1655
ecocyc.PWY0-381,glycerol and glycerophosphodiester degradation,EcoCyc,"Glycerol uptake in bacteria is mediated by the glycerol diffusion facilitator, an integral membrane protein catalyzing the rapid equilibration of concentration gradients of glycerol across the cytoplasmic membrane . Intracellular glycerol is converted to glycerol-3-Phosphate (Glycerol-3-P) by the enzyme glycerol kinase that uses ATP as phosphoryl donor. Glycerol-3-P is not a substrate of the glycerol diffusion facilitator and thus remains in the cell, where it is further metabolized. As a result, the driving force for the uptake of glycerol is generated by the phosphorylation of glycerol by glycerol kinase . While Glycerol-3-P can not leave the cytoplasm, it can be imported into the cell by the GlpT transporter, a member of the major facilitator superfamily, that couples the import of glycerol-3-P into the cytoplasm to the export of inorganic phosphates from the cytoplasm to the periplasm . In addition, E. coli K12 possesses two systems the salvage of glycerophosphoryl diesters, the Gl",Escherichia coli K-12 MG1655
ecocyc.PWY-6038,citrate degradation,EcoCyc,"Citrate lyase is an anaerobic enzyme that catalyzes the cleavage of CIT citrate to ACET acetate and OXALACETIC_ACID oxaloacetate (see PWY-6038 citrate degradation). Because the citrate molecule is very stable, it has to be activated by forming a thioester bond with the enzyme before cleavage can take place. The enzyme is a complex of three subunits (in a 6:6:6 configuration), one of them a dedicated acyl carrier protein (acp). The acp protein is synthesized in an apo form, and is converted to its fully active form in two steps - first, a holo form is generated by the covalent binding of the prosthetic group 2-5-PHOSPHORIBOSYL-3-DEPHOSPHO-COA 2'-(5''-phosphoribosyl)-3'-dephospho-CoA to a serine residue. Next, the holo form is acetylated, either by EC-6.2.1.22 EC 6.2.1.22, [citrate (pro-3S)-lyase] ligase, which uses ACET acetate as the donor, or by EC-2.3.1.49 EC 2.3.1.49, deacetyl-[citrate-(pro-3S)-lyase] S-acetyltransferase, that uses S-ACETYLPHOSPHOPANTETHEINE S-acetyl phosphopantethe",Escherichia coli K-12 MG1655
ecocyc.PWY-6961,"L-ascorbate degradation II (bacterial, aerobic)",EcoCyc,"General Background ASCORBATE, also known as vitamin C, fulfils multiple essential roles in both plants and animals. Being a strong reducing agent, it functions as an antioxidant and a redox buffer. It is also a cofactor for several enzymes, which are involved in many important pathways, including collagen hydroxylation, carnitine biosynthesis, norepinephrine biosynthesis, and hormone and tyrosine metabolism. Under aerobic conditions L-ascorbate is oxidized in cells to CPD-13907 dehydroascorbate (via the radical CPD-318), which can be recycled back to ascorbate by the PWY-2261. However, once formed, dehydroascorbate can be further broken down in vivo by irreversible reactions, escaping the PWY-2261. Several pathways for the irreversible catabolism of ascorbate have been described. Facultatively aerobic bacteria such as TAX-562 and TAX-573 degrade L-ascorbate by different pathways under aerobic and anaerobic conditions (see PWY-6961 and PWY0-301). The anaerobic pathway begins with phosph",Escherichia coli K-12 MG1655
